BUDGET,POPULARITY,REVENUE,VOTE_AVERAGE,VOTE_COUNT,release_year,release_month
16000000,24.106,55060212,5.6,508,2007,2
70000000,32.202,240031094,6.9,3761,1990,2
10000000,21.355,1585582,6.1,468,2013,8
25000000,16.561,84618541,6.7,1910,2017,6
1000000,31.107,3301446,7.9,2094,1984,11
2000000,25.926,24600832,7.4,2230,1981,12
50000000,27.309,142851197,7.3,5728,2011,7
1200000,27.155,2859750,8.2,9738,1992,2
3400000,24.107,114000000,6.5,882,2009,9
170000000,29.366,396600000,6.0,6203,2012,5
100000000,23.049,170877916,7.5,5102,2006,1
10700000,24.344,122200000,7.1,1803,1982,4
59000000,23.861,87625666,5.5,500,2018,3
90000000,29.096,63523283,5.2,1278,2011,8
30000000,21.095,159291809,6.8,1471,2010,4
40000000,24.991,672806292,7.9,7921,1999,6
30000000,21.539,51376861,4.3,626,1997,11
50000000,22.092,28931401,5.4,1203,2011,2
60000000,25.588,171757863,6.1,3292,1998,2
6000000,19.353,49078000,5.9,432,2018,5
15000000,18.828,50000000,8.0,2327,1978,9
30000000,19.279,75505973,6.3,1805,2007,10
16000000,20.332,5900000,6.9,1584,1986,7
50000000,26.083,161451538,5.7,1566,2005,3
20000000,28.084,34560577,6.0,1819,2009,4
17000000,23.785,29789000,6.0,632,2014,3
75000000,20.584,224012234,6.7,2659,1997,5
120000000,23.981,415484914,6.2,4232,2016,7
18000000,23.975,270665134,6.2,5367,2014,8
1500000,27.52,32511655,7.1,2684,2007,11
125000000,29.968,546388105,6.1,4406,2000,5
1000000,22.967,14564027,6.9,1353,1987,11
12000000,19.813,85512300,6.1,4230,2015,6
45000000,25.011,136000000,5.0,1587,1997,11
50000000,25.307,69425966,4.8,886,2005,10
21000000,24.369,94017294,6.3,1373,2018,3
113000000,26.635,850000000,7.3,9545,2005,5
35000000,14.179,15304890,6.9,1819,2006,6
65000000,32.481,39407616,6.3,2745,2014,8
9000000,21.996,82391145,6.1,1553,2008,5
12000000,28.75,32248241,6.6,1802,2015,1
48000000,26.965,14700000,7.5,1572,2018,11
11000000,30.756,53939297,7.5,3957,2017,8
5500000,18.302,44235023,5.8,2016,2017,5
55000000,26.689,300218018,7.1,2459,1978,12
45000000,15.934,178051587,6.6,958,1992,4
175000000,26.035,302469017,5.7,3360,2009,4
6500000,25.136,3909002,7.0,2089,2011,2
100000000,23.332,193772504,7.3,4539,2002,12
7000000,21.031,17949758,6.2,902,2003,11
10000000,18.038,4366460,6.7,1411,2015,10
20000000,27.179,23875127,8.4,7928,1998,10
63000000,17.528,296655431,6.0,2162,2002,7
14000000,29.529,1755212,7.7,1437,2010,6
13000000,24.93,329398046,7.6,10361,2010,3
170000000,23.775,400062763,6.4,5217,2010,10
40000000,27.673,97138686,6.3,2074,2011,11
300000,25.419,8771757,6.7,2758,1979,12
10500000,27.717,792965326,7.5,8090,1982,11
105000000,24.775,133718711,5.8,1615,2015,3
51000000,28.766,149270999,6.5,2551,2000,6
110000000,27.866,333011068,6.3,1995,1997,11
15000000,28.667,65048678,6.5,2764,2007,4
19000000,23.016,70067909,6.5,2312,2004,10
42000000,31.318,107670357,6.2,3101,2014,11
4000000,25.913,93933394,7.1,3718,1955,6
43000000,20.286,35164920,6.1,840,2018,10
14000000,21.353,159157447,7.9,2584,1992,7
6000000,25.152,6979093,7.8,8644,2001,10
11500000,17.505,1402307,5.5,266,2012,4
40000000,23.171,33562069,6.4,1581,2018,2
20000000,24.399,136267476,6.2,3745,2009,11
13000000,32.628,68572378,6.7,2134,2013,3
4000000,16.944,22490039,7.6,1199,1979,9
24000000,25.693,155721132,6.7,2239,2006,12
150000000,24.29,413106170,6.1,5038,2009,5
70000000,23.737,218613188,7.1,2590,1998,12
145000000,32.535,401128639,5.4,3175,2008,1
60000000,22.147,240797623,7.1,5002,2016,7
30000000,24.25,44516999,7.0,4670,2017,9
50000000,18.793,242786137,6.2,2175,2015,12
130000000,22.134,243843127,5.2,5100,2013,5
28000000,20.424,16374328,5.8,1469,2016,4
20000000,18.662,86865564,3.7,958,2007,1
60000000,19.469,9420546,6.1,180,2016,8
85000000,17.446,197309027,6.1,1833,2006,9
20000000,14.905,65464324,5.9,886,2010,8
20000000,14.356,1969193,6.4,676,2012,1
36000000,19.405,189712432,5.8,1397,2011,1
6500000,16.853,1100000,7.3,1457,2008,3
110000000,21.929,215294342,7.1,2514,2000,6
70000000,27.822,160112671,6.3,3032,2012,1
30000000,26.59,446486224,7.9,12436,2016,11
135000000,23.727,282570682,6.1,2265,2013,11
15000000,25.764,123726688,7.9,8035,2014,11
10000000,27.715,64188367,5.9,2797,2016,1
25000000,23.239,441286195,7.2,4231,1993,11
105000000,21.168,266000000,5.4,2076,2008,2
40000000,23.965,95149435,6.6,2376,2004,6
9000000,22.923,81705746,6.0,1763,2016,10
42000000,27.855,201585328,6.9,7779,2012,3
35000000,24.403,155545279,6.5,1465,2009,10
50000000,22.504,188441614,6.9,6033,2014,5
13360000,17.451,2000000,6.9,1396,2015,5
35000000,21.846,69823199,6.6,3111,2008,3
140000000,29.144,456758981,7.5,4596,2003,9
30000000,16.942,219076518,6.2,2760,2007,1
25000000,17.439,11000000,7.2,1772,1986,5
7000000,24.729,34266564,7.3,5886,2000,4
25000000,20.676,71255003,5.3,630,2004,6
30000000,26.429,174600318,8.0,10204,2014,2
60000,28.622,248639099,6.3,2962,1999,7
3600000,23.335,5923044,7.6,1794,1987,3
40000000,24.936,65754228,6.7,842,2001,2
25000000,16.383,21288692,6.5,752,1985,7
50000000,18.233,177371441,6.7,2392,2003,7
20000000,19.669,54956140,6.2,1291,2010,2
105000000,22.064,121214377,6.9,3043,1997,7
32000000,18.172,58500000,5.6,424,2016,7
15000000,23.335,32556119,6.1,1015,2014,8
28000000,19.611,58795814,5.4,771,2003,3
70000000,15.16,171844840,5.5,1316,2009,9
90000000,22.109,162839667,6.5,1790,2008,2
46000000,27.304,341631208,5.2,1634,1994,5
10000000,21.444,2137751,5.9,92,2018,7
14000000,22.397,30749142,4.6,357,1977,6
22000000,21.648,92542418,7.5,1501,2001,12
55000000,31.7,307077295,7.9,6838,2006,12
25000000,27.195,46836394,8.4,8013,1990,12
70000000,24.353,368100420,6.5,4085,2005,11
13000000,24.72,54837234,7.1,1314,2014,9
15000000,24.95,46189568,7.9,7579,1998,6
25000000,17.405,39171130,5.8,950,2014,12
35000000,20.654,74558115,6.7,1873,2001,8
7000000,22.352,85182160,7.2,2736,1979,6
125000000,28.35,362637473,5.6,4705,2014,7
35000000,18.043,94728529,5.8,1113,2001,1
32000000,27.492,79082515,5.2,1966,1997,12
18000000,24.392,122195920,5.7,1279,1995,8
8500000,15.341,16209459,5.7,424,1986,6
6200000,14.39,9205924,6.1,275,1988,1
72000000,27.837,408247917,6.6,3717,2002,2
35000000,24.237,209838559,6.5,4620,2011,8
28000000,30.385,96188903,7.1,8871,2010,3
17000000,21.766,127730736,6.1,2595,2012,3
30000000,22.248,152159461,7.9,9885,2004,4
17000000,21.87,43202283,6.3,2208,2011,1
32000000,21.069,27635305,6.9,2399,2009,11
25000000,18.819,123276807,6.2,1256,2010,3
17000000,27.019,97542952,6.4,3184,2013,5
10500000,16.09,261465,5.7,588,2017,2
35000000,23.992,92158961,6.4,2601,2009,1
14000000,20.323,11808880,5.9,1168,2009,3
950000,30.559,59600000,7.0,2196,1962,7
135000000,24.257,361832400,6.2,1871,1999,11
100000000,21.859,100086793,6.5,1228,2009,10
55000000,31.312,168167691,7.6,4980,2008,12
9700000,19.101,21200000,6.8,1118,1983,11
65000000,21.003,84785914,7.5,6469,2007,2
15000000,25.248,107217396,6.5,3959,1994,4
15000000,23.272,82124805,7.6,3535,2018,11
20500000,16.347,87987055,4.4,775,1983,3
25130430,25.604,90747520,7.5,426,2015,10
25000000,24.344,411006740,6.6,1844,1992,11
45000000,27.598,198087212,7.3,4563,2012,9
38000000,21.451,118034273,6.3,3085,2016,12
14000000,21.098,22852638,6.3,810,2009,8
5000000,22.906,45172994,5.1,1334,2016,9
2000000,13.38,622806,6.4,80,2006,8
15000000,26.961,160192031,8.1,7125,2017,10
35000000,15.339,27333835,6.9,383,2013,6
92000000,26.834,264105545,5.8,2957,2000,2
20000000,20.59,46069568,6.0,520,2016,2
1000000,22.833,101758490,4.8,560,2012,6
35000000,24.331,14296438,5.2,323,1984,1
30000000,22.392,150847207,7.4,3599,2017,11
125000000,28.329,198802074,5.9,4096,2012,2
70000000,18.072,18662027,5.8,119,2014,8
28000000,16.821,52597999,6.0,1546,2014,2
110000000,25.519,563749323,5.7,2702,2011,7
44000000,20.323,155760117,7.7,10292,2015,12
70000000,24.559,255000211,6.4,1440,1993,5
50000000,30.957,83719388,7.3,2896,2014,8
28000000,25.169,75100000,6.7,1964,2018,5
25000000,16.805,56489558,6.1,552,2003,2
10000000,16.558,52882018,5.8,1454,2015,8
15000000,22.753,59389433,7.3,2822,2011,2
60000000,16.561,127766650,5.7,1097,2007,5
80000000,20.817,52099090,6.5,1133,2016,1
4000000,23.008,30332385,7.5,5775,2004,9
60795000,15.807,73090611,5.7,537,2007,12
29000000,20.556,50041732,6.2,642,1999,10
13000000,16.316,6903033,6.1,1049,2016,11
7000000,18.747,97572000,6.5,1212,1974,1
185000000,22.0,786636033,5.9,5616,2008,5
130000000,30.759,276572938,6.1,4234,2012,8
10500000,20.796,23000000,5.8,330,2012,10
112000000,16.994,237382724,5.1,1652,2010,12
5000000,20.553,1319566,4.3,240,2017,2
50000000,21.242,105197635,6.0,1104,2010,10
20000000,14.793,46597100,7.2,317,2019,11
110000000,30.664,574480841,6.5,7389,2006,10
85000000,25.539,208076205,6.4,2466,2012,9
37000000,24.878,165335153,6.9,3459,2001,3
38000000,22.457,107597242,5.1,1126,2015,4
110000000,26.235,103951461,6.0,1381,2004,2
45000000,22.085,101702060,6.0,3405,2008,10
30000000,25.285,40346186,6.4,1589,2012,4
17000000,27.735,115400000,7.3,5119,2012,9
11000000,17.143,44998252,7.4,3159,2017,3
21000000,22.99,236412453,7.1,9127,2012,8
20000000,23.436,101434304,7.3,1641,2004,10
100000000,19.54,117831631,5.4,2485,2014,2
30000000,25.197,46372519,6.5,235,2017,7
18000000,19.934,141774679,6.6,2406,2001,7
130000000,24.487,371940071,6.8,3900,2011,10
13000000,22.932,35401758,8.1,6829,2015,10
102000000,25.423,358372926,7.3,5810,2002,6
5000000,19.506,51749995,5.8,1206,2019,5
12000000,22.871,78756177,7.2,2329,1988,2
30000000,17.523,122650962,6.3,1067,2005,1
40000000,18.772,91627228,5.4,1693,2011,7
4000000,25.718,119723856,7.4,4748,2003,9
150000000,27.029,318502923,4.7,2729,2010,6
130000000,21.178,459242249,6.3,3669,2007,12
50000000,25.499,174804407,6.7,3120,2018,12
57000000,24.723,159055768,6.6,2274,1993,8
50000000,27.249,111476513,6.5,2852,2006,12
32000000,20.909,147332697,7.3,5748,2011,3
2479000,24.306,28000000,8.2,3595,1958,9
40000000,19.754,30925690,6.3,1480,1984,12
10000000,20.516,19551067,6.3,1001,2009,10
10000000,23.011,57500000,6.6,1702,1985,3
40000000,16.014,22044277,6.1,930,2012,7
17000000,23.408,270000000,6.8,2562,1982,5
25000000,20.008,6399,5.5,143,2013,5
30000000,19.16,57076286,5.4,1155,2018,2
40000000,23.845,46471023,7.7,3169,2009,10
60000000,23.442,187436818,7.9,4293,1995,12
6000000,24.94,138530565,7.7,2839,1986,12
18000000,20.701,74189677,6.3,621,1993,8
16000000,21.775,72282227,6.2,763,2018,11
28000000,21.709,133346506,7.3,6111,2015,11
5800000,18.2,33395426,7.6,2139,1968,7
23000000,21.555,47351251,7.9,10228,2013,12
75000000,24.45,288500217,7.3,5313,2004,7
18000000,17.998,123306987,6.7,1146,1998,2
40000000,26.7,60462347,6.4,862,2009,9
10000000,24.51,1785977,6.1,1668,2017,11
17000000,23.689,59489799,7.2,1257,1991,11
85000000,20.228,187134117,6.0,1560,2007,12
11000000,29.232,48572000,6.8,2059,1990,1
38000000,19.218,197011982,5.0,1479,2003,7
85000000,24.069,340487652,6.7,3955,2007,11
105000000,26.28,351040419,7.4,9011,2013,10
16000000,18.675,66468332,5.7,1234,2001,7
45000000,17.483,33904605,7.5,1132,2019,12
12500000,19.989,31039126,5.5,907,2018,7
25000000,15.172,59192128,5.9,1026,2007,9
5000000,16.011,24000000,7.4,1535,2002,12
20000000,17.692,8654322,6.9,809,2019,3
62000000,15.71,127666415,6.4,720,2000,4
78000000,24.208,179179718,5.2,3525,2003,2
25000000,17.869,5775178,5.8,1203,2017,10
60000000,19.153,67312826,6.2,905,2002,12
55000000,18.357,74679822,6.6,3597,2015,10
75,18.449,30,5.2,343,1999,1
7000000,16.385,2360281,6.4,693,2014,7
30000000,16.439,57400547,6.0,391,1996,4
20000000,24.389,39143839,5.5,683,2006,10
60000000,17.942,60052138,5.9,2266,2013,2
900000,16.207,2019874,6.9,573,2018,7
92000000,29.732,304654182,5.3,4958,2013,6
255000000,21.946,89289910,6.0,4507,2013,3
6000200,18.941,7048886,6.0,654,2009,10
26000000,15.701,51164106,6.2,1032,2013,10
35000000,24.034,19165560,5.0,385,1998,10
150000000,19.633,245527149,5.9,5266,2012,8
53000000,21.629,126690726,7.3,3263,2009,10
21500000,16.186,4811525,5.6,408,2016,4
25000000,15.674,56505065,7.5,1201,1993,12
110000000,28.125,478207520,6.7,7211,2005,7
82000000,15.923,96085477,5.9,1270,2000,11
80000000,29.681,250200000,6.8,3889,1996,11
42000000,19.081,363889678,7.2,3935,1999,5
64000000,24.681,101595121,5.8,1007,2006,8
85000000,24.923,160388063,6.7,3570,2008,11
80000000,19.372,68514844,6.2,966,2003,11
75000000,21.021,248118121,7.1,6520,2000,11
68000000,27.171,96976270,7.4,2254,2001,3
25000000,15.184,12638526,6.8,1320,2017,5
12000000,12.921,8880045,7.1,260,2008,5
8000000,14.127,592565,5.9,80,2019,12
65000000,24.671,179379533,6.1,3972,2012,5
50000000,22.668,155446362,6.1,3537,2009,3
49000000,20.116,72700000,6.0,996,2001,2
7280000,18.135,6591038,7.4,789,2018,5
30000000,29.508,117932401,7.8,1762,2013,7
5000000,21.916,142817992,5.4,1311,2012,10
4900000,19.871,148868835,6.3,2795,2016,7
65000000,23.812,217764291,7.2,3401,2004,4
44000000,21.664,63327201,6.3,3266,2013,3
12000000,24.809,80573774,7.5,5072,2007,2
38000000,20.009,105610124,6.9,2294,2010,2
3180000,23.756,9644124,8.2,2564,1946,12
6000000,17.159,5206,5.7,117,2011,4
20000000,18.622,12639297,5.9,1517,2016,2
30000000,18.932,61700416,6.2,648,2018,10
13000000,13.905,19233280,4.8,196,2002,11
12000000,21.647,23006849,6.3,1078,2006,3
25000000,19.097,119188334,5.5,664,2006,6
3000000,21.997,14980005,8.3,5137,2003,11
17000000,22.646,125586134,5.9,1739,1997,10
150000000,19.046,314432665,5.8,2660,2005,4
20000000,17.896,22165608,5.9,458,2006,10
62770198,25.561,64241499,7.9,3027,2018,3
130000000,18.898,61648500,5.7,2571,2013,7
35000000,22.552,147934180,5.8,2361,2001,3
22000000,18.07,15447154,6.4,1376,2014,3
55000000,23.385,196567262,6.9,2139,1994,10
80000000,24.136,343397247,6.5,3093,2006,5
35000000,24.583,131282949,7.0,3847,2003,3
17500000,15.379,23438120,5.5,379,1979,1
20000000,17.833,177243185,6.8,1881,2011,9
4000000,17.932,67760877,7.1,694,2019,7
13000000,16.945,7201952,7.1,136,2019,4
10000000,19.395,150000000,7.0,102,2015,10
15000000,17.593,48854305,5.2,774,2014,12
6000000,19.136,38435947,6.3,419,1984,6
4000000,20.128,187112,5.3,1175,2015,8
70000000,19.221,123218424,7.8,5053,2003,12
80000000,14.119,37020277,6.0,1017,1998,2
16000000,25.218,247275374,6.6,4253,1994,12
80000000,24.317,245676146,7.0,3440,1997,6
4000000,22.075,65046687,7.4,5178,2016,10
35000000,27.327,99255460,6.0,933,2006,6
42000000,14.875,35402320,6.0,545,2001,8
35000000,16.827,84606030,6.2,1674,2011,9
15000000,29.137,49230772,7.3,3848,2008,10
12000000,19.377,15008161,5.5,1342,2013,12
3860000,16.375,64076736,6.4,489,2013,10
10951000,17.679,47098491,7.2,882,2016,12
672000,15.863,10000000,7.6,846,1933,3
6000000,21.113,102272727,7.6,3367,1964,8
10500000,18.912,76347426,6.7,2089,1999,5
12000000,28.462,114194847,6.9,2852,2006,11
70000000,15.112,39041505,6.9,953,2009,5
76000000,29.015,70595464,7.6,4789,2006,9
107000000,13.36,87713825,6.8,1091,2001,11
22000000,15.32,40120144,5.5,281,2017,5
60000000,15.556,102367405,6.4,975,1998,6
45000000,15.555,11203026,6.1,371,1998,1
30000000,19.353,29413900,6.2,186,2003,10
70000000,23.838,177427090,5.8,2794,2004,12
19000000,23.251,18755936,6.3,807,2008,10
10000000,20.902,151493,3.2,18,2017,7
20000000,21.751,65569869,6.5,823,2008,10
75000000,16.248,46683377,6.7,933,1998,10
117000000,27.948,261930431,6.1,3068,2010,6
45000000,17.945,124914842,5.5,987,2003,2
16000000,19.299,68263166,7.7,3938,2012,5
18000000,24.893,261572744,6.7,3291,2006,1
15000000,17.29,30102717,5.9,582,1991,7
1000000,19.09,1574623,5.0,230,2004,5
30000000,20.09,156835339,7.2,2464,2007,11
30000000,19.489,31070211,5.1,1000,2006,3
20000000,20.354,34764055,6.6,232,2018,3
40000000,21.589,60965854,6.6,1740,2011,7
6000000,15.848,180851,5.2,679,2017,6
18000000,17.34,99206215,7.0,2550,2013,7
52000000,20.284,98126565,7.4,1876,1998,5
11000000,18.084,3639345,5.3,453,2013,3
150000000,19.908,690860472,7.6,8756,2016,11
28000000,21.033,97594140,7.2,1835,2013,7
30000000,20.085,49263404,6.2,736,2015,3
45000000,22.23,160078586,6.2,2278,2011,9
80000000,21.276,123729176,6.1,1441,2002,4
75000000,25.926,335062621,7.1,2961,1996,7
5000000,22.28,31724284,5.2,3017,2013,1
62000000,28.078,53321673,5.6,1463,2005,11
60000000,25.727,176070171,6.7,3824,2003,5
1100000,19.023,20112926,7.0,1079,2003,1
40000000,19.276,251171807,6.8,5452,2013,12
12000000,21.941,27020284,6.1,922,2017,7
40000000,23.131,86234523,6.8,3057,2016,8
35000000,15.321,11560806,4.9,178,2003,5
65000000,26.427,235666219,6.8,4639,2015,6
45000000,21.319,302710615,6.6,3666,1997,3
149000000,23.275,178120010,6.2,2580,2006,10
37000000,22.725,96455697,6.6,3562,2004,4
82500000,19.074,240685326,6.2,4967,2006,6
2000000,22.571,10312540,6.5,4373,2014,5
90000000,19.315,113493481,5.6,1515,1995,6
73000000,13.514,103891409,6.1,785,1998,7
30000000,14.062,22211426,5.8,726,2008,3
25000000,27.67,230698791,8.0,6231,2016,10
85000,25.556,30859000,7.3,1713,1974,1
100000000,26.257,384335608,6.1,3568,2006,11
38000000,19.814,5410749,4.4,185,2007,12
38000000,17.712,119723358,5.6,1482,2002,7
60000000,25.363,214034224,7.4,6562,2002,6
20000000,15.804,16974459,6.5,672,2007,8
8000000,16.753,18564467,5.4,406,2006,5
2500000,19.006,6854611,6.6,2215,2013,2
55000000,26.856,259207227,7.1,2384,2014,11
90000000,25.201,232617430,7.3,4861,2011,12
32000000,23.468,31882724,6.8,2332,2018,4
55000000,26.851,95000000,7.6,4795,2013,10
20000000,23.149,32204030,5.9,1259,2012,12
7700000,22.517,41036181,5.5,788,2018,11
15000000,20.79,69995385,8.0,1849,1962,11
3500000,19.442,5231128,6.8,300,2008,2
7000000,18.044,48126384,7.3,2166,2012,9
31000000,18.694,104384188,6.3,2629,2015,7
100000000,17.488,108103450,6.7,740,2004,4
35000000,20.04,22126842,5.6,941,2014,3
15000000,22.033,94000000,7.5,2442,1994,11
15000000,22.187,78054825,7.6,8606,2011,6
60000000,21.054,30418560,5.5,2044,2015,1
10000000,22.284,194243,5.8,170,2009,10
2800000,13.129,26279000,5.5,45,1981,8
18000000,19.487,31042035,6.0,915,1984,6
115000000,20.987,274703340,5.9,4512,2001,11
43000000,23.132,158674180,6.6,2950,2013,6
8000000,18.376,39187783,7.1,2674,2011,9
30000000,18.272,136706683,7.6,1700,2000,9
60000000,15.025,118338361,6.4,723,2012,12
60000000,24.523,163403799,5.2,2247,2008,11
20000000,20.034,133332,5.8,359,2015,10
40000000,24.776,141591324,6.1,1533,2003,11
125000000,28.221,767820459,6.7,6566,2006,5
25000000,17.524,91036760,6.0,724,2000,3
66000000,19.266,57777106,6.3,1414,2011,9
30000000,19.662,173959438,5.8,1567,2000,5
10000000,20.283,11817275,4.3,1231,2018,10
28000000,13.515,1749201,5.9,434,2013,9
40000000,19.67,138259062,5.7,1080,2006,1
15000000,26.966,60629159,7.3,2607,1986,8
80000000,16.267,81126522,6.3,1003,2010,1
5000000,28.13,32056467,7.3,3065,1973,8
110000000,20.003,303144152,6.9,9768,2016,12
75000000,15.26,152930623,6.0,2016,2011,2
1800000,17.956,9440272,8.2,3648,1964,1
32000000,15.208,54674226,6.7,2178,2011,5
14500000,17.255,147298761,6.8,3527,1996,1
15000000,17.782,660132,6.5,425,2019,2
1200000,20.402,71215869,6.8,1732,1977,6
85000000,17.753,66976317,6.3,908,1999,10
40000000,19.016,44922302,6.6,891,2017,12
20000000,21.273,6348889,6.9,1473,2018,11
3500000,22.754,25174316,6.2,1229,2013,2
20000000,16.954,187000000,8.0,8319,2013,10
26000000,18.949,65705772,7.3,997,1998,7
1300000,17.498,650422,8.2,1598,1927,6
40000000,16.498,55707411,7.2,1142,2000,10
25000000,23.496,227853986,6.9,2209,1989,7
50000000,22.998,260095986,6.7,4821,2011,8
5000000,19.252,98450062,6.2,3215,2015,10
30000000,16.249,5186767,5.9,1288,2013,11
8000000,14.894,29010817,5.7,286,2009,1
80000000,24.691,116643346,6.0,1632,2003,8
60000000,18.946,82150183,6.1,1487,2002,12
35000000,27.952,46216641,5.9,2232,2013,1
13000000,18.447,75511123,6.6,241,2007,5
50000000,20.746,160602194,6.0,1470,2014,6
18000000,17.745,7972967,6.7,176,2013,9
30000000,18.992,54819301,5.2,295,2012,4
1500000,20.237,65000000,7.0,1049,1988,2
7000000,19.738,25405445,6.9,1866,1995,8
75000000,18.989,98159963,5.9,1648,2010,4
50000000,14.492,25035950,6.6,983,2016,6
10,17.738,10000000,5.0,221,2013,9
65000000,25.182,117487473,6.8,2074,2001,11
60000000,19.23,74208267,5.7,1140,2003,3
7400000,16.99,26667197,5.2,911,2017,12
65000000,20.87,261317921,7.2,3689,1990,1
55000000,26.535,351839303,6.7,6998,2017,3
109000000,21.47,133818283,5.2,1040,2003,11
20000000,27.787,4636169,5.6,432,2012,8
2883848,18.126,25000000,8.2,2134,1959,3
10000000,12.424,27453418,6.8,533,1981,6
12000000,17.674,29800000,7.1,2269,1981,10
60000000,18.725,170268750,5.8,1561,2004,5
55000000,20.474,56932305,6.3,1682,2000,5
2000000,16.041,2115765,7.2,157,2018,8
10000000,19.473,47709193,6.0,1029,2009,6
45000000,20.871,104876233,7.4,3713,2001,5
20000000,15.721,39667665,6.5,1617,2011,1
25000000,16.482,48333932,5.5,388,2017,10
3000000,22.47,177512032,5.8,1683,2010,10
150000000,25.068,215283742,6.0,3656,2010,7
35000000,15.965,99423521,4.5,926,1994,12
60000000,21.966,164648142,5.9,1556,1999,7
50000000,23.672,212902372,5.8,3452,2014,12
40000000,22.421,196781193,6.4,2708,2014,4
10000005,18.216,42776760,6.9,1308,2001,12
15000000,23.215,40283321,6.4,1158,1998,12
35000000,17.923,27979040,5.9,1624,2016,2
27000000,18.367,85564310,4.7,658,2011,8
200000000,25.408,783766341,7.1,10061,2004,6
12000000,15.652,15826984,5.2,572,1994,7
12000000,19.967,101332962,6.5,491,2014,4
10000000,17.211,11555430,7.4,566,1994,3
45000000,24.464,76014335,6.2,2571,2008,8
60000000,22.71,58072119,5.1,1399,2005,10
175000000,27.597,264218220,6.1,2407,1995,7
10500000,16.215,100659,5.1,177,2016,7
60000000,27.566,165333180,5.5,2173,2002,4
3500000,19.215,4100000,7.1,2049,2016,11
25000000,16.695,30700000,5.6,320,2008,9
120000000,15.949,169956806,5.7,1669,2002,7
60720000,18.706,553810228,6.3,176,2016,8
57000000,24.196,152944660,7.4,3736,1997,10
35000000,20.695,182968902,6.5,2627,1998,12
30000000,20.452,100491683,5.9,367,1998,11
13000000,21.452,96060858,7.5,4997,2004,1
70000000,19.451,195735876,5.8,1944,2007,5
25000000,16.95,64437847,6.8,717,2001,6
10000000,27.436,225933435,8.1,7831,1997,5
30000000,14.19,13414416,6.1,312,2002,9
22000000,16.445,34061097,6.1,236,2013,7
75000000,18.59,142400065,6.1,2033,2005,10
30000000,14.942,25480490,5.9,569,1997,8
33000000,23.194,20645327,6.5,1552,2009,8
50000000,26.295,41037742,6.7,3445,2012,7
10000000,21.199,78096553,5.3,954,2015,10
70000000,19.643,223241637,6.6,4525,2008,9
50000000,17.389,38502340,6.0,905,2011,9
7500000,18.686,231411584,7.0,5214,2007,5
35000000,22.6,47756590,7.3,2280,2017,12
65000000,24.437,211780824,6.3,3830,2010,4
6000000,14.886,17555141,7.3,669,2010,9
55000000,18.884,127906624,6.5,1059,2008,4
150000000,19.284,356613439,6.7,4886,2009,5
900000,13.941,9097072,4.8,201,2016,1
40000000,20.681,244931766,7.1,4425,2003,7
60000000,14.933,62357900,4.9,1243,2009,6
15000000,14.626,151831537,6.0,1128,2013,10
42000000,17.446,40462793,4.4,455,2018,12
5000000,17.173,8493728,4.2,643,2012,11
44500000,18.828,232324128,7.3,6087,2012,11
25000000,27.276,132963417,6.6,2861,2007,6
55000000,18.922,214015089,6.3,715,1994,10
65000000,20.833,143695338,6.3,1631,2016,10
60000000,19.324,78309131,5.7,1524,2011,5
60000000,23.652,76073488,7.1,2200,2018,12
25000000,18.416,49042224,6.0,1045,1986,3
30000000,20.327,14793385,7.1,1844,2017,1
75000000,26.526,220021259,6.0,4728,2016,10
8500000,16.664,32222567,7.0,1181,1987,7
160000000,18.366,181674817,5.8,1384,2006,10
35000000,18.628,43203413,5.1,1570,2017,12
8000000,12.162,6739141,6.0,388,1992,9
5000000,16.817,55736588,7.9,6143,2013,11
200000000,21.366,491868548,5.9,5437,2013,7
30000000,27.17,59284015,7.1,2454,2017,1
19000000,17.463,29922472,6.9,1393,2010,8
80000000,19.907,91188905,5.3,874,1999,7
75000000,23.357,180557550,6.8,3201,2006,11
25000000,20.157,229736344,6.3,1913,2007,3
40000000,27.107,51070807,6.4,2148,2011,1
14000000,14.408,85446075,6.0,1113,2012,8
16400000,25.853,235860116,8.3,7452,1989,2
50000000,15.903,202292902,7.3,2247,1998,12
15000000,15.408,146292009,7.8,1005,1985,12
185000000,170.036,491570967,7.3,3709,2019,10
175000000,173.184,1073394593,7.6,6125,2019,6
185000000,186.93,261119292,6.5,2866,2019,10
80000000,146.042,155152550,7.0,1809,2019,5
65000000,137.549,131359052,7.1,864,2019,2
80000000,119.947,40882928,6.4,1621,2020,8
170000000,117.544,404852543,7.1,5779,2019,1
110000000,79.78,252608480,6.0,2911,2019,12
220000000,87.14,1519557910,7.7,23276,2012,4
75000000,86.423,634151679,7.0,5580,2016,11
150000000,80.358,938212738,7.7,13654,2007,6
15000000,49.432,27500000,5.4,1390,2006,7
100000000,42.749,86493046,5.9,2040,2018,11
380000000,55.078,1045713802,6.5,10302,2011,5
10,51.917,4,7.1,51,2019,9
80000000,47.768,122563539,7.7,3063,2002,5
39200000,27.052,86758912,6.9,6616,2013,1
37000000,16.156,26250020,5.4,1508,2015,5
15000000,18.406,61788393,6.0,1308,2015,11
18000000,17.399,62646763,6.3,840,2003,11
4000000,12.875,22384741,6.6,445,2019,1
27000000,19.143,38122105,6.5,1430,1987,11
140000000,24.594,449220945,6.9,4393,2001,5
