BUDGET,POPULARITY,REVENUE,VOTE_AVERAGE,VOTE_COUNT,release_year,release_month
5200000,11.085,8100000,7.4,325,2001,6
10000000,2.42,8750000,4.6,18,2008,2
2187279,2.408,2733118,5.8,13,2005,6
4000000,6.046,530048,6.7,121,2008,11
820000,3.548,8130000,6.5,29,2008,6
20000000,8.561,10337477,5.2,172,2007,5
3700000,9.508,31800000,7.5,640,1976,7
5,2.16,5,8.0,2,2007,6
2500000,8.444,10000000,6.4,31,1980,5
25000000,8.58,2336172,6.3,131,2009,11
2500000,9.975,3210139,7.8,715,1987,5
11500000,11.37,11528900,6.2,162,1985,4
35000000,10.182,18381890,6.0,766,2006,1
2006871,1.346,7040609,4.4,17,2012,3
580000,1.206,1600000,8.0,2,2010,7
2000000,8.377,22179430,6.8,309,2007,5
40000000,14.868,106407672,6.4,1172,2008,4
12899867,10.771,85582407,7.5,1039,2006,3
45000000,12.615,9323833,6.2,262,2008,9
25000000,14.025,5549200,5.6,321,2006,5
9000000,12.676,24058838,7.1,304,1981,8
1500000,6.997,5585154,5.1,48,1990,9
6500000,12.718,33759266,5.6,175,1983,6
5800000,3.694,1400000,4.4,15,1999,3
1400000,7.284,3500000,7.2,182,2008,5
9000000,7.119,4350774,6.1,78,1994,4
6000000,8.228,54766923,7.6,344,1980,9
6500000,15.754,54215416,7.1,416,1987,7
11000000,9.346,13196245,5.4,116,2007,3
2300000,0.796,10000000,5.8,5,2000,7
36000000,6.422,7000000,5.5,49,1980,1
12000000,7.233,21026290,6.7,569,2014,8
10000000,7.884,111107,5.2,175,2015,1
2700000,3.224,9600000,5.9,19,2003,5
12000000,4.252,163536,6.7,25,2004,4
445000,3.727,2300000,5.8,16,1976,3
11500000,11.253,23237911,7.4,733,1993,5
40000000,11.225,16872671,5.6,313,2002,4
24000000,5.528,11875866,5.8,195,2005,4
2200000,2.93,3600000,3.8,14,2009,10
7000000,6.977,4720371,6.4,31,2001,12
45000000,9.608,20350754,5.2,630,1995,9
7700000,4.646,6600000,4.6,25,2009,11
2000000,6.634,11000000,5.6,103,1980,8
80000000,12.92,96105964,6.4,955,2004,7
25000,9.094,179780,6.9,146,2006,10
14000000,7.282,6856989,5.3,56,2005,3
5000000,11.562,9747988,6.9,203,1987,10
400000,4.398,1163450,6.8,9,2004,2
50000000,4.022,82169884,6.2,1439,2007,6
5000000,6.082,648183,5.4,54,2006,3
3300000,9.742,127392239,7.0,776,2005,1
1,7.811,5,7.7,423,1955,9
5000000,13.193,11724119,5.8,482,2013,8
25000000,7.859,1677131,5.6,85,1998,1
14000000,6.994,13249535,6.2,95,1992,12
5000000,6.01,7338987,7.8,162,2002,2
370800,7.453,2256246,7.2,113,1983,6
2000000,4.059,1301121,5.4,4,1986,12
1000000,8.673,24444121,7.6,487,1996,8
3000000,6.667,10400000,7.2,74,1960,7
850000,0.743,150000,8.3,2,1987,3
2000000,2.545,7,5.0,4,1999,10
512423,8.07,1000000,7.0,76,1942,4
10000000,10.682,1895782,5.4,296,2009,7
29000000,6.183,25899797,7.1,108,1987,5
7200000,4.965,2300000,6.2,53,1987,1
5000000,4.242,48125,6.8,134,2013,2
700000,7.076,31576,6.0,74,2007,8
3500000,2.419,9112193,5.7,34,2009,5
46630000,8.798,8083123,6.9,509,1988,7
6600000,8.727,1851517,6.7,528,2014,8
12000000,8.468,20354321,6.7,100,2006,2
50,0.71,60,5.8,5,2007,2
4500000,12.437,1261000,6.5,265,1986,10
4000000,11.34,866999,6.4,202,2005,1
44000000,9.478,13681765,6.9,192,1995,12
25000000,11.771,51702483,5.5,266,1996,9
8256269,8.479,460978,6.2,94,2003,3
7,2.15,12,5.7,25,2013,11
9000000,5.924,38200000,6.7,57,1979,6
11000000,8.479,11439193,6.7,191,1994,9
8000000,10.09,8279017,6.7,334,2000,5
50000000,16.682,79958599,5.5,255,2001,3
8000000,8.581,41400000,7.3,227,2003,1
3000000,9.679,1145404,6.8,110,1988,5
8000000,7.703,8826094,6.6,195,2001,1
6000000,28.806,51000000,6.9,3722,1959,2
900000,10.016,2250000,7.6,496,1954,3
1271000,13.58,3788000,7.3,200,1955,1
30000000,8.006,14000000,5.0,103,2004,2
2500000,8.869,10000000,7.5,151,1963,5
3000000,0.73,4000000,4.2,3,1984,5
800000,6.455,1952653,6.1,121,1955,4
5900000,3.018,19000000,5.4,24,2014,10
337000,4.256,551000,7.6,14,1928,4
865000,0.93,925000,7.5,3,1981,3
4500000,11.394,23261485,6.5,46,1998,8
8500000,5.928,5730596,5.1,28,1985,3
7000000,8.812,7292175,5.9,61,1999,1
2700000,9.322,5000000,6.6,114,1975,11
9000000,13.58,2395231,6.6,477,1993,6
20000000,8.157,13204291,6.4,103,2008,7
8000000,7.719,1868949,6.1,65,2002,4
2900000,5.315,5000000,7.3,88,1961,12
2900000,8.648,296557,7.2,388,2009,10
16000000,8.581,18928871,6.5,211,2007,6
5500000,11.244,24000000,6.2,175,1978,10
24000000,9.316,13700000,5.2,84,2000,10
24000000,6.383,2642983,5.5,60,1997,11
35000000,12.3,4858139,6.3,253,1993,1
30000000,11.952,53653224,7.2,1530,2006,9
11000000,7.467,32861136,7.2,81,1993,8
5500000,7.917,16722143,6.0,203,2012,4
12000000,7.22,4166918,5.8,53,1997,10
36500000,4.397,21834845,5.5,62,2008,12
5000000,7.799,5502773,6.4,138,1998,8
40000000,6.376,9243140,5.7,80,1990,11
12516654,8.212,8109160,7.7,339,2012,12
8500000,8.784,16000000,7.3,119,2002,2
569217,2.801,569217,5.0,41,2003,10
14000000,10.216,16400000,6.6,259,1977,6
1670000,3.5,4900000,7.9,47,2012,8
31000000,9.338,185260553,7.0,697,1996,8
65000000,13.738,117758500,6.4,938,1999,9
10000000,8.272,55089,6.0,77,2010,8
4300000,14.472,126737428,6.9,411,1977,5
620000,10.116,4053000,6.9,371,1974,11
60000000,20.081,137587063,7.2,3172,2007,2
4500000,5.993,432671,5.1,46,2004,5
9000000,8.229,10000000,5.0,57,1993,4
5000000,7.339,4856298,6.2,84,2003,11
9500000,7.059,12250,7.8,547,2012,5
24000000,8.321,18707466,6.8,206,1985,8
15000000,3.164,34562222,6.6,25,1966,10
16000000,11.346,4192440,6.1,141,1987,7
3000000,5.254,1449945,4.1,32,2007,6
74500000,8.456,62172050,7.1,568,2004,7
3000000,6.186,12000000,7.2,75,1964,6
18000000,6.468,7365250,4.6,33,2007,5
25000000,12.769,38348988,5.5,105,1984,5
9200000,6.627,9346177,6.1,88,1979,6
6500000,9.819,31899000,6.9,449,1980,7
6500000,7.988,26533200,6.4,308,1974,3
14000000,9.203,10424470,5.6,166,2001,2
10000000,9.589,21458229,5.8,79,1986,3
3000000,1.937,6600000,6.2,11,2009,5
4200000,0.916,2600000,5.0,1,2010,10
70000,1.493,354877,5.1,11,2014,1
15000000,8.977,31559552,7.6,340,1970,12
10000000,7.746,15795189,6.7,110,1980,12
8000000,7.976,3432342,7.2,220,2003,5
25000000,6.11,777423,6.8,42,1998,11
3512454,0.6,115860,6.2,47,2013,3
6,3.797,7,3.0,6,2007,6
5000000,9.566,846704,3.9,40,2014,12
7700000,11.982,21000000,7.6,519,1968,4
1250000,8.313,8500000,6.8,200,1953,1
1915000,7.582,2807000,6.8,79,1939,1
35000000,9.324,635096,6.4,116,1999,11
5000000,5.972,15000000,5.9,37,1954,8
12000000,3.95,17000000,4.5,46,2009,1
28000000,5.692,358574,5.5,55,1985,12
55000000,5.744,14375181,4.4,74,1987,5
14000000,10.585,6413915,5.2,123,2002,1
2079000,7.362,4099000,7.0,166,2001,7
1547000,1.561,1576000,4.5,4,1937,4
4000000,6.288,851545,6.7,21,1995,7
3000000,7.558,2503829,6.8,117,1996,9
13000000,9.99,17040871,7.0,88,2003,10
23000000,8.728,10827816,6.8,141,1999,3
20000000,9.94,45833132,6.5,336,1985,5
40000000,9.862,70100000,5.5,334,1992,6
50000000,13.421,32017803,7.0,2447,2007,5
2115000,1.61,2039000,5.0,4,1950,3
3950000,3.683,8000000,6.7,38,1930,11
15000000,11.604,30238577,5.7,88,2003,9
7000000,7.728,14011454,6.8,55,1999,8
3500000,5.081,9250000,5.8,35,2004,12
6000000,9.584,1066471,7.1,293,2013,2
2000000,8.275,1477002,6.6,552,2015,7
6843500,6.474,10703234,5.9,386,2012,12
2000000,9.022,54606,7.5,1384,2014,6
25000000,11.855,28831145,6.7,621,2014,11
19000000,9.042,13680000,6.9,168,1962,8
48000000,9.741,35743308,6.5,279,2001,10
10000000,4.547,952820,5.5,8,2007,10
6000000,6.994,14348529,5.8,475,2014,4
22000000,12.34,221303188,6.8,386,1990,7
8000000,10.049,10600497,7.3,276,1984,1
1,1.296,1,5.7,6,1979,1
1400000,2.951,435000,6.0,4,2007,9
1202007,12.616,2948386,7.7,177,1945,12
10000000,12.03,17689177,6.1,213,1995,2
11000000,5.856,32000000,5.7,94,2009,9
10000000,8.593,598645,4.5,157,2002,11
26400000,5.934,62000000,6.4,120,2010,1
852510,8.103,1185783,7.6,395,2007,8
300000,5.91,6344,6.5,61,1957,1
1700000,5.959,6521083,7.6,79,1978,10
7000000,12.246,79666653,5.9,171,1974,11
11000000,3.65,7200000,5.6,53,2012,3
7000000,6.021,11000000,5.7,93,1968,4
600000,7.692,4000000,6.8,203,1999,4
310000,1.9,2300000,7.3,3,1999,4
1500000,7.457,712294,6.3,98,2005,3
37931000,3.389,47431461,6.7,846,1990,11
10000000,8.162,22896728,5.0,102,2008,7
35000000,1.685,117270765,6.7,3,1987,9
5400000,15.945,35000000,7.6,418,1956,11
15000000,9.664,46905889,5.9,187,1998,4
40000000,11.404,28972508,5.5,179,2009,8
8000000,8.238,53086,5.6,83,2014,12
2300000,7.991,10000000,7.1,195,1973,11
14000020,10.009,19777647,7.6,722,2007,5
20000000,7.686,610792,5.8,50,2012,12
25000000,11.594,4388563,5.9,180,2009,5
4500000,8.451,13417292,7.5,310,1996,5
6500000,8.744,22889018,7.4,417,2006,3
3800000,6.711,17804565,7.2,161,2007,9
7000000,10.42,409144,6.4,81,1996,6
9000000,10.22,985117,6.0,270,2009,9
150000,11.075,83957,7.6,397,1960,5
11000000,10.219,38105395,7.4,324,2008,9
2000000,4.807,33700,6.4,23,2004,7
9000000,5.945,334319,6.4,52,1997,9
2900000,8.414,11581469,7.1,110,2007,5
14500000,5.788,22963701,6.8,245,2006,9
16000000,9.095,15427192,5.5,99,2000,3
5473145,8.664,19888231,5.4,98,2005,9
6000000,16.89,5617391,7.5,611,1993,12
1200000,3.157,100000,8.4,8,1989,3
14000000,3.168,161001698,7.6,7,1997,2
25000000,6.756,16118077,5.7,64,1988,1
1000000,7.863,1296971,5.7,71,2009,7
10000000,4.722,9069,6.1,15,2009,10
66000,2.518,250000,4.3,10,1955,2
20000000,9.042,26877589,6.1,176,1996,12
784170,3.71,834332,6.9,10,1948,6
10000000,11.848,295750,6.6,363,2009,8
10,0.895,100,3.3,6,2014,10
12000000,11.904,89800000,7.5,665,1970,1
6000000,2.911,1431461,4.6,9,2013,1
3768785,5.096,8000000,7.0,45,1950,1
1688000,7.842,2270000,7.0,77,1939,1
4000000,10.131,11000000,7.4,292,1967,10
823258,7.836,823258,6.1,100,2004,1
12000000,7.272,7900000,7.2,198,1960,10
6000000,7.061,1193062,3.9,69,1991,10
15000000,10.282,55184721,6.4,77,2007,12
40000000,6.828,23202444,6.5,42,1991,11
50000000,17.563,16671505,6.1,817,1994,1
10500000,8.368,26325256,5.7,41,1995,6
1200000,8.92,7000000,7.0,450,1955,3
8000000,8.46,33579813,7.4,99,2005,4
7000000,8.386,10569964,6.0,162,2008,11
18000000,6.751,19265302,4.1,65,1984,7
80000000,11.601,159212469,6.1,958,1996,6
50000,2.792,600000,5.4,8,1958,8
1119000,3.504,2019000,3.8,5,1936,8
14000000,11.006,5710236,6.3,68,2006,10
15700000,9.727,23570541,6.5,1049,2012,11
1200000,9.296,2000000,7.1,268,1956,12
860000,7.789,2451545,6.8,145,1985,11
75000000,16.12,200276000,6.9,2466,2008,12
6000000,12.028,43656822,7.3,1140,1961,12
10000000,11.428,17287309,5.9,768,2014,9
20000000,7.301,13391174,6.2,29,2006,10
15000000,9.05,13290368,5.6,103,1987,9
3000000,9.036,20966644,7.0,437,1985,12
250000,11.648,12021272,6.8,896,1997,4
2700000,8.114,37799643,7.1,157,1979,10
20000000,9.806,138700000,6.1,496,1990,5
18000000,4.342,6375979,5.9,23,1992,3
19000000,8.12,4750000,6.5,93,1964,3
2000000,4.832,120000,5.1,22,2013,10
26000000,8.873,38793283,5.1,181,2002,3
17500000,11.217,25024919,5.9,274,1988,9
800000,10.077,921548,8.0,406,1966,8
2500000,8.472,30900000,7.9,383,1973,9
12,3.344,17,5.8,41,2012,6
20000000,11.653,9771658,6.5,667,1994,11
6000000,3.072,400000,4.6,26,2009,7
12000000,10.831,1400000,7.2,299,1984,12
26000000,11.096,48563556,4.6,165,2004,12
8000000,5.895,12671300,6.4,128,2006,6
1000000,7.547,1744858,6.6,51,2000,1
2000000,6.851,11833696,6.8,441,1971,4
15000000,8.214,10219460,6.3,129,1983,9
38000000,9.186,17380126,5.9,183,1996,9
500000,8.919,3000000,7.2,1317,1973,2
17000000,8.696,29712172,6.8,186,1982,8
3000000,8.284,5923000,5.8,75,2004,3
1500000,9.131,5728953,5.8,164,1990,9
40,10.012,43,5.2,197,1994,10
25000000,9.287,12320393,4.8,106,2001,10
2000000,8.061,265198,6.0,48,2007,6
2000000,5.056,1075504,7.4,34,2000,1
4000000,1.638,1500000,6.0,18,2001,12
14000000,15.215,115592,6.4,129,2008,10
40000000,8.27,10959475,4.9,58,2002,11
400000,5.087,152322,6.8,21,1991,7
5000000,10.522,7230000,6.3,179,1978,1
22000000,9.129,35424826,6.2,582,2009,9
80000000,32.476,294804195,8.2,16553,2010,2
20000000,11.048,4609644,6.3,335,2007,8
5000000,8.469,34251525,6.5,178,1975,3
6400000,3.059,2556911,7.1,20,2008,10
5000000,4.616,30000000,6.3,11,2004,2
6000000,8.984,36800000,6.3,67,1958,3
20000000,8.857,49823037,5.3,365,1980,12
10000000,7.105,10389003,7.1,248,1980,9
11400000,9.178,6700000,6.5,146,1985,2
7000000,7.808,9094451,6.1,214,1989,1
13000000,9.203,4857367,6.8,483,2006,6
1000000,9.04,86872,5.7,81,2005,7
3000,3.28,500000,6.0,4,1983,10
46000000,3.679,5200000,5.3,6,1982,4
2500000,8.27,1189315,5.9,115,1988,9
35000000,13.035,103000000,7.5,316,1962,12
25000000,15.479,84565230,6.2,1033,1999,9
1200000,8.269,44527234,7.7,310,1968,5
75000,1.505,1200000,5.4,7,1928,7
18000000,10.972,25312387,6.0,325,2014,7
812000,24.795,1600000,7.0,3523,1941,10
30000000,0.6,68129518,6.4,211,2013,9
3500000,10.92,9538948,5.5,142,1996,8
1500000,8.57,3851855,7.4,757,1984,7
17000000,8.723,4603929,6.3,123,1991,7
3500000,5.778,14000000,6.3,37,2005,8
20000000,7.668,31678778,6.3,136,1969,10
4200000,12.893,38862717,6.1,326,2006,1
2600000,7.216,2850263,6.1,48,1993,9
75000000,9.385,51142659,5.2,406,2003,9
40000000,2.062,312242626,6.1,2010,2016,12
10000000,12.964,33697647,7.3,751,1983,3
10000000,9.107,17500000,5.8,335,2007,4
3705538,11.072,62548947,6.9,426,1992,2
4200000,0.952,4300000,3.0,2,2013,10
15000000,10.135,632542,6.4,302,2015,8
94,0.663,370000,6.0,1,2005,1
8000000,5.615,458232,6.0,34,2007,4
27000000,8.72,96900000,7.0,794,1991,6
6,5.838,5,5.7,27,1995,1
28000000,9.331,47951979,7.0,355,1984,11
1000000,13.929,9138338,6.9,357,2012,2
14000000,26.498,463000000,7.4,5149,1990,3
50000,0.6,200000,5.0,1,2009,5
4615385,2.448,4346138,6.3,13,2012,8
45000000,12.269,31852619,5.4,272,2007,5
1374000,2.702,2736000,6.8,5,1938,2
2000000,9.109,2506446,4.9,57,2002,2
28000000,8.88,8888143,6.3,147,1999,1
1650000,12.964,30500000,7.4,356,1953,8
3500000,5.354,3119957,4.4,283,2007,6
18000000,10.053,382174,4.6,138,2008,5
17610801,8.858,7005528,5.7,61,2008,10
799000,2.516,788000,5.8,26,1943,7
35000000,12.494,16627188,5.6,140,2006,9
22000000,7.959,9171289,6.4,55,1981,11
15000000,8.793,6700000,6.8,365,1995,9
40000000,12.711,34227298,5.8,1471,2015,10
15000000,0.6,8620929,7.0,722,1986,8
15000000,6.713,1061,5.5,52,2013,6
74000000,45.46,311594032,6.0,1577,2015,1
6000000,11.359,6852450,5.9,103,1999,2
1103000,8.853,4500000,7.2,387,1941,11
13500000,9.56,19255873,7.9,1977,2013,1
10000000,8.089,14356479,6.4,134,1992,8
2300000,2.559,4500000,6.7,16,2013,3
25000000,11.806,11137801,6.6,373,1985,6
4000000,10.191,1031243,6.2,279,2013,3
1500000,8.544,12000000,6.1,115,2004,8
5000000,3.382,388,4.5,21,2013,1
18000000,11.085,16702864,5.6,217,2004,6
70000000,21.613,154984035,6.0,2646,2014,1
11000000,8.149,10631747,7.4,339,2013,5
11000000,3.585,1659542,6.0,23,1992,4
7000000,2.606,2866324,6.8,2,2005,4
2100000,5.234,14487294,6.3,15,2007,3
100,2.138,105,5.7,6,2003,1
70000000,3.185,7250000,6.1,39,2005,12
4100000,2.888,5100000,6.8,52,2013,4
18000000,6.706,62000000,6.5,191,2013,8
23000000,8.245,57138719,6.1,146,1992,6
994000,7.02,165000,6.4,115,2006,3
5000000,7.549,15000000,7.1,146,2006,10
15000000,12.549,17080167,6.2,395,1984,11
6900000,3.801,15000000,5.7,43,2000,9
489,4.475,11,7.4,38,2006,1
8000000,7.858,143451,6.1,51,2006,2
7000000,9.855,19595031,6.3,252,1988,5
25000000,12.7,7343114,6.6,315,1996,11
45000000,8.362,4956701,6.3,204,1999,9
20000000,9.303,18937262,3.9,158,1996,7
50000000,11.289,9448082,6.6,289,2006,8
32000000,13.92,69055695,6.2,800,2010,8
35866397,5.287,20217080,7.4,111,2001,12
4000000,21.741,4100000,3.9,276,2009,4
8,2.619,17,5.8,4,1998,11
7800000,5.409,326563,5.9,31,2004,9
10900000,14.071,16505460,7.2,496,2013,1
70000000,10.974,25852764,4.0,294,2002,8
4000000,9.343,8200000,6.9,197,1961,1
1804296,8.003,1089975,6.3,93,1993,3
17500000,6.149,7018189,5.7,34,2013,11
47000000,7.049,53396354,6.6,87,2013,12
15000000,11.942,19853892,6.7,378,1980,12
18000000,11.339,1196307,6.4,336,2006,9
9272437,7.46,11672363,5.4,127,2014,3
5000000,11.275,26888376,6.9,836,2006,7
4913400,9.792,10871449,6.7,277,2007,1
7400000,8.22,7690013,6.2,112,1994,4
578034,4.825,1923918,8.1,47,1999,8
4000000,8.585,143101,5.4,129,2015,3
225000,9.627,2900000,6.8,86,1990,3
725000,9.041,10600000,6.7,231,1971,3
10000000,10.481,1271244,7.0,84,2003,2
5200000,2.634,5900000,5.2,29,2001,3
90,7.757,1410778,6.3,94,2005,9
6500000,9.05,51079064,6.7,183,1976,3
2000000,6.88,18344729,7.0,504,1973,12
134000,10.855,4000000,7.0,289,1942,5
19000000,9.221,18254702,7.6,548,1989,10
300000,10.082,8000000,6.1,265,1975,4
9000000,2.028,1600000,6.0,4,1985,10
5000000,9.215,85196485,6.2,265,1978,12
28000000,11.044,14051384,5.4,411,1998,5
500000,4.699,1800000,7.1,49,1929,3
10000000,6.263,5164404,6.5,50,2000,9
1200000,5.526,2861020,6.2,38,2013,4
4600000,6.136,25000000,7.5,153,2013,12
3440000,9.753,10000000,6.9,257,1959,12
5000000,5.804,25900,4.8,41,2006,6
1000000,9.251,779137,6.6,55,2000,1
1768000,0.84,665000,6.2,3,1958,5
17000000,16.511,182057016,6.8,989,1995,4
12000000,8.449,25333333,7.4,160,1965,1
9400000,16.668,60000000,7.1,337,1963,7
25000000,10.359,13071518,6.9,182,1995,9
7000000,5.031,1100000,4.2,19,2008,10
5500000,8.003,5000000,5.7,89,2014,7
3000000,4.944,12000000,6.0,39,2002,12
8800000,11.417,72962,5.9,149,2004,1
4000000,9.804,5200000,7.4,389,1970,6
13000000,9.26,7820688,6.6,372,1994,4
4180000,4.391,11000000,4.8,44,2008,7
6000000,7.434,3685862,6.8,165,1987,9
6000000,7.79,8200000,6.5,112,1986,3
500000,4.948,1000000,5.8,49,2012,3
5500000,8.646,26414658,6.8,281,1977,12
5000000,10.647,782102,6.2,99,2007,1
2600000,8.106,3368452,4.6,136,2004,2
28000000,10.178,16900000,6.9,276,1996,10
3900000,2.259,5600000,6.7,26,2013,7
18500000,9.204,31912793,6.2,1290,2009,9
130000000,10.166,62500000,5.1,138,2000,11
25000000,9.021,13000000,6.4,232,1999,8
24000000,9.663,12372410,5.1,108,2000,7
3500000,11.692,16324573,6.1,203,1990,3
2000000,9.28,48390,6.2,54,2014,2
11000000,9.404,23978402,4.2,100,2001,12
76000000,12.203,35134820,4.0,237,2000,6
22000000,7.433,11511031,6.3,79,1991,11
16000000,4.779,2420917,6.1,41,1989,3
30000000,23.32,82394288,6.0,3321,2013,10
4000000,7.121,7537453,7.2,141,2007,6
60000000,14.215,78460699,5.9,789,2008,11
500000,7.286,2500000,7.7,160,1962,5
40000000,6.279,7785317,6.8,97,2008,3
7000000,8.385,10229331,5.1,62,2001,11
7000000,7.633,14702438,6.2,149,1996,3
11000000,3.489,12000000,6.5,37,2007,5
5300000,9.791,3897799,7.1,735,2002,5
24000000,11.018,8434146,5.7,100,1999,12
4000000,8.199,9800000,6.7,292,2013,7
35000000,9.481,4651977,7.0,120,1992,2
10000000,6.596,15500000,3.8,35,2008,8
100000,1.4,100000,6.0,3,1983,5
9000000,6.982,2955039,6.4,63,2007,1
5740000,4.805,4098613,6.5,41,2003,8
160000,8.121,6706368,7.3,191,1989,1
10000000,8.666,2494480,7.1,379,1983,10
6000000,9.982,7500000,7.2,133,1972,1
5200000,0.901,355974,3.0,6,2002,6
13000000,7.103,29296,6.1,76,1993,11
30000000,7.714,13130349,6.7,61,1997,2
10000000,10.087,21486757,5.9,147,1988,8
6000000,8.885,2025238,6.0,86,2001,11
3250000,4.203,32788,6.7,10,2006,9
150000000,3.435,373062864,6.2,7763,2009,4
4600000,3.018,7300000,6.1,21,2013,7
25000000,10.266,39404261,5.6,311,1990,9
1275000,0.823,2294000,10.0,1,1954,5
3716946,9.281,5000000,7.1,107,1970,5
12500000,1.96,123021750,6.5,1,2001,11
18000000,7.129,1305114,5.4,52,1986,4
8169363,9.941,8175346,6.1,435,1995,11
70000,1.315,20000,4.1,4,2009,6
11500000,10.633,3275585,6.0,92,1993,9
15000000,9.615,6414729,5.0,197,2009,8
8000000,6.461,365134,5.1,63,2004,7
10000000,12.205,1412181,6.1,263,2013,2
2159280,7.899,15298355,7.3,615,2013,10
4000000,13.897,10898293,4.7,442,2016,5
1683000,9.833,5086000,7.2,178,1946,2
270000,11.015,1450000,6.6,151,1960,6
5112027,7.675,5586646,6.1,163,2013,6
21000000,8.954,28008462,6.1,284,2001,3
17000000,6.778,8720000,5.2,47,1977,10
1900000,4.995,5900000,6.9,47,2005,1
12000000,9.645,84967,6.4,90,2005,10
35000000,10.533,35323292,7.0,190,1976,7
1500000,7.056,1080000,7.3,126,2000,1
5729000,2.314,1220709,5.3,10,2009,3
10000000,14.075,47536959,7.3,1056,2009,6
5200000,8.821,2459895,6.1,125,1990,1
47000000,8.91,30002758,6.0,827,2002,11
1500000,4.607,56000,5.0,28,2009,4
8000000,2.398,10814122,4.6,29,2009,10
384000,0.636,405000,5.0,1,1958,2
8000000,6.402,5656388,5.0,78,1996,3
20000000,4.225,13298000,7.3,37,1964,12
3000000,7.6,15119639,7.1,249,1994,8
10000000,10.001,26330482,6.5,279,2000,1
3000000,6.958,2037545,5.5,55,2004,1
1750000,2.186,2200000,6.4,21,1957,12
250000,9.358,144008,5.1,150,2002,6
1350000,9.107,28356188,8.2,4307,1998,5
2300000,6.996,11000000,6.2,44,1951,7
28000000,9.523,8345056,5.6,112,1997,11
1100000,10.599,5450815,5.2,121,1986,1
1300000,0.6,95000,2.0,2,2007,12
14000000,10.467,32645546,6.3,140,2005,2
250000,1.269,10000,7.0,9,1993,3
4900000,4.06,11000000,6.4,53,2005,6
1453000,8.851,5638000,7.7,207,1945,10
6000000,10.562,35547761,6.6,179,2000,1
93000000,1.202,368780809,6.1,4844,2001,7
22000000,7.429,55000000,5.9,94,2014,7
10000000,9.833,37402877,7.0,239,1968,9
9000000,5.225,1046166,4.6,22,2005,8
25000000,4.092,16815892,5.2,39,2009,2
1000000,5.79,2000000,6.6,57,1973,7
9000000,6.491,252706,5.7,31,2001,12
5500000,4.099,4865000,4.2,31,1980,6
25000000,10.146,3052000,7.1,87,1970,10
18000000,7.225,5546827,5.5,60,1991,9
250000,6.493,1300000,6.6,60,1947,8
2000000,7.794,7369373,5.8,105,1986,12
9458736,11.914,22832174,6.4,981,2015,2
1490000,1.96,378187,6.8,14,2011,12
2000000,5.847,650675,6.5,46,2013,6
9500000,0.6,6800000,3.2,31,2013,3
3000000,14.709,10012022,7.1,1134,2003,6
2500000,7.281,15014674,5.0,55,1979,3
30000000,6.52,1750000,6.7,79,2015,9
23000000,9.229,19652638,6.8,215,1988,12
20000000,9.226,9722918,6.8,298,2016,12
37000000,2.421,5500000,4.5,17,2013,5
5500000,5.816,22159216,7.0,113,2015,8
1490000,11.847,22468044,7.0,613,2016,8
6000000,9.822,6174491,6.8,535,2016,4
7000000,7.024,10000000,5.8,75,2003,10
450000,6.876,2049595,7.0,55,1999,7
400000,7.73,95687,6.9,48,2006,3
13000000,12.138,18704595,7.1,1049,2015,11
15000000,23.722,108286421,6.9,5592,2016,10
916000,9.355,6179955,6.3,56,2017,4
8000000,10.701,34694,6.4,967,2016,2
11500000,7.714,69564,5.9,193,2008,1
1500000,6.876,626057,6.4,56,1997,10
2000000,7.015,21665468,7.1,252,1992,4
6900000,22.461,18172849,7.8,2312,1989,7
800000,5.564,6792000,7.9,52,1965,10
1000000,5.156,10018,5.8,37,2006,4
1000,2.008,1000,6.1,6,2001,2
1500000,2.94,4200000,6.2,6,1961,4
2000000,7.163,4200000,5.6,71,1961,11
165000,1.4,675000,4.5,2,1942,3
35000000,9.343,40382659,7.2,184,1981,12
6000000,14.46,13609396,5.9,216,1993,2
13000000,9.003,23727301,6.7,433,2005,6
42000,7.976,241816,6.7,73,2000,1
17000000,8.713,7603766,6.5,67,1995,3
5393500,2.256,8552550,4.4,9,2013,9
25000000,8.742,24362772,5.1,111,2000,3
10000000,12.051,30652890,6.9,1682,1999,12
3005000,5.892,6746000,7.1,52,1952,8
2500000,6.472,2000000,6.6,71,1975,8
35000000,8.484,18012097,4.6,70,2002,7
18000000,8.794,18532286,6.2,153,1987,4
7720000,2.852,29523237,7.2,84,2013,4
8000000,6.456,1568258,5.7,36,1997,3
13000000,10.231,6582052,6.5,79,1993,6
5000000,8.615,40356000,7.0,198,1960,12
3000000,9.233,14418922,6.3,209,1984,11
4000000,5.906,6718,5.6,17,2001,10
1700000,10.534,959000,7.5,308,1973,7
16000000,5.495,12,5.0,22,2004,3
269062,6.962,659600,5.8,22,1940,12
322000,3.952,1040000,6.3,18,1942,7
224056,4.574,15536328,7.1,62,2014,5
2800000,7.104,272371,4.1,28,2007,10
1000000,8.854,35000000,4.6,135,1984,8
7700000,5.927,46000000,7.3,168,2013,5
4000000,6.59,572212,5.2,74,2015,3
3500000,2.064,689473,5.4,12,2007,1
5800000,6.364,257043,6.6,33,1987,4
10000000,7.54,615752,4.7,37,2006,1
11500000,4.022,6032000,7.1,34,1999,1
25000000,9.395,17193231,5.4,117,1996,7
20000000,6.547,37672350,5.8,62,1998,8
175000,2.969,594947,6.3,16,1978,12
658000,9.663,23800000,7.0,180,1953,4
